File Path Face Image,File Path Left Eye Image,File Path Right Eye Image,x,y
data/saved_images/face_image_252.png,data/saved_images/left_eye_image_252.png,data/saved_images/right_eye_image_252.png,1333,355
data/saved_images/face_image_253.png,data/saved_images/left_eye_image_253.png,data/saved_images/right_eye_image_253.png,487,56
data/saved_images/face_image_254.png,data/saved_images/left_eye_image_254.png,data/saved_images/right_eye_image_254.png,459,64
data/saved_images/face_image_255.png,data/saved_images/left_eye_image_255.png,data/saved_images/right_eye_image_255.png,1080,664
data/saved_images/face_image_256.png,data/saved_images/left_eye_image_256.png,data/saved_images/right_eye_image_256.png,1635,482
data/saved_images/face_image_257.png,data/saved_images/left_eye_image_257.png,data/saved_images/right_eye_image_257.png,1577,484
data/saved_images/face_image_258.png,data/saved_images/left_eye_image_258.png,data/saved_images/right_eye_image_258.png,1174,914
data/saved_images/face_image_259.png,data/saved_images/left_eye_image_259.png,data/saved_images/right_eye_image_259.png,802,948
data/saved_images/face_image_260.png,data/saved_images/left_eye_image_260.png,data/saved_images/right_eye_image_260.png,19,98
data/saved_images/face_image_261.png,data/saved_images/left_eye_image_261.png,data/saved_images/right_eye_image_261.png,1235,377
data/saved_images/face_image_262.png,data/saved_images/left_eye_image_262.png,data/saved_images/right_eye_image_262.png,1390,722
data/saved_images/face_image_263.png,data/saved_images/left_eye_image_263.png,data/saved_images/right_eye_image_263.png,1449,579
data/saved_images/face_image_264.png,data/saved_images/left_eye_image_264.png,data/saved_images/right_eye_image_264.png,1364,417
data/saved_images/face_image_265.png,data/saved_images/left_eye_image_265.png,data/saved_images/right_eye_image_265.png,828,248
data/saved_images/face_image_266.png,data/saved_images/left_eye_image_266.png,data/saved_images/right_eye_image_266.png,549,544
data/saved_images/face_image_267.png,data/saved_images/left_eye_image_267.png,data/saved_images/right_eye_image_267.png,1485,800
data/saved_images/face_image_268.png,data/saved_images/left_eye_image_268.png,data/saved_images/right_eye_image_268.png,1047,432
data/saved_images/face_image_269.png,data/saved_images/left_eye_image_269.png,data/saved_images/right_eye_image_269.png,819,569
data/saved_images/face_image_270.png,data/saved_images/left_eye_image_270.png,data/saved_images/right_eye_image_270.png,59,568
data/saved_images/face_image_271.png,data/saved_images/left_eye_image_271.png,data/saved_images/right_eye_image_271.png,1455,893
data/saved_images/face_image_272.png,data/saved_images/left_eye_image_272.png,data/saved_images/right_eye_image_272.png,655,425
data/saved_images/face_image_273.png,data/saved_images/left_eye_image_273.png,data/saved_images/right_eye_image_273.png,263,474
data/saved_images/face_image_274.png,data/saved_images/left_eye_image_274.png,data/saved_images/right_eye_image_274.png,1447,204
data/saved_images/face_image_275.png,data/saved_images/left_eye_image_275.png,data/saved_images/right_eye_image_275.png,569,622
data/saved_images/face_image_276.png,data/saved_images/left_eye_image_276.png,data/saved_images/right_eye_image_276.png,727,86
data/saved_images/face_image_277.png,data/saved_images/left_eye_image_277.png,data/saved_images/right_eye_image_277.png,1685,272
data/saved_images/face_image_278.png,data/saved_images/left_eye_image_278.png,data/saved_images/right_eye_image_278.png,1464,806
data/saved_images/face_image_279.png,data/saved_images/left_eye_image_279.png,data/saved_images/right_eye_image_279.png,1344,1076
data/saved_images/face_image_280.png,data/saved_images/left_eye_image_280.png,data/saved_images/right_eye_image_280.png,1274,431
data/saved_images/face_image_281.png,data/saved_images/left_eye_image_281.png,data/saved_images/right_eye_image_281.png,986,1046
data/saved_images/face_image_282.png,data/saved_images/left_eye_image_282.png,data/saved_images/right_eye_image_282.png,562,493
data/saved_images/face_image_283.png,data/saved_images/left_eye_image_283.png,data/saved_images/right_eye_image_283.png,232,823
data/saved_images/face_image_284.png,data/saved_images/left_eye_image_284.png,data/saved_images/right_eye_image_284.png,486,393
data/saved_images/face_image_285.png,data/saved_images/left_eye_image_285.png,data/saved_images/right_eye_image_285.png,56,115
data/saved_images/face_image_286.png,data/saved_images/left_eye_image_286.png,data/saved_images/right_eye_image_286.png,74,94
data/saved_images/face_image_287.png,data/saved_images/left_eye_image_287.png,data/saved_images/right_eye_image_287.png,153,117
data/saved_images/face_image_288.png,data/saved_images/left_eye_image_288.png,data/saved_images/right_eye_image_288.png,1529,522
data/saved_images/face_image_289.png,data/saved_images/left_eye_image_289.png,data/saved_images/right_eye_image_289.png,786,506
data/saved_images/face_image_290.png,data/saved_images/left_eye_image_290.png,data/saved_images/right_eye_image_290.png,997,533
data/saved_images/face_image_291.png,data/saved_images/left_eye_image_291.png,data/saved_images/right_eye_image_291.png,574,341
data/saved_images/face_image_292.png,data/saved_images/left_eye_image_292.png,data/saved_images/right_eye_image_292.png,574,697
data/saved_images/face_image_293.png,data/saved_images/left_eye_image_293.png,data/saved_images/right_eye_image_293.png,1049,236
data/saved_images/face_image_294.png,data/saved_images/left_eye_image_294.png,data/saved_images/right_eye_image_294.png,1886,51
data/saved_images/face_image_295.png,data/saved_images/left_eye_image_295.png,data/saved_images/right_eye_image_295.png,915,1073
data/saved_images/face_image_296.png,data/saved_images/left_eye_image_296.png,data/saved_images/right_eye_image_296.png,1031,386
data/saved_images/face_image_297.png,data/saved_images/left_eye_image_297.png,data/saved_images/right_eye_image_297.png,1042,53
data/saved_images/face_image_298.png,data/saved_images/left_eye_image_298.png,data/saved_images/right_eye_image_298.png,1264,315
data/saved_images/face_image_299.png,data/saved_images/left_eye_image_299.png,data/saved_images/right_eye_image_299.png,881,636
data/saved_images/face_image_300.png,data/saved_images/left_eye_image_300.png,data/saved_images/right_eye_image_300.png,1472,884
data/saved_images/face_image_301.png,data/saved_images/left_eye_image_301.png,data/saved_images/right_eye_image_301.png,1899,398
data/saved_images/face_image_302.png,data/saved_images/left_eye_image_302.png,data/saved_images/right_eye_image_302.png,686,425
data/saved_images/face_image_303.png,data/saved_images/left_eye_image_303.png,data/saved_images/right_eye_image_303.png,1624,505
data/saved_images/face_image_304.png,data/saved_images/left_eye_image_304.png,data/saved_images/right_eye_image_304.png,547,513
data/saved_images/face_image_305.png,data/saved_images/left_eye_image_305.png,data/saved_images/right_eye_image_305.png,1335,181
data/saved_images/face_image_306.png,data/saved_images/left_eye_image_306.png,data/saved_images/right_eye_image_306.png,227,748
data/saved_images/face_image_307.png,data/saved_images/left_eye_image_307.png,data/saved_images/right_eye_image_307.png,9,212
data/saved_images/face_image_308.png,data/saved_images/left_eye_image_308.png,data/saved_images/right_eye_image_308.png,1078,426
data/saved_images/face_image_309.png,data/saved_images/left_eye_image_309.png,data/saved_images/right_eye_image_309.png,1268,21
data/saved_images/face_image_310.png,data/saved_images/left_eye_image_310.png,data/saved_images/right_eye_image_310.png,383,976
data/saved_images/face_image_311.png,data/saved_images/left_eye_image_311.png,data/saved_images/right_eye_image_311.png,1582,724
data/saved_images/face_image_312.png,data/saved_images/left_eye_image_312.png,data/saved_images/right_eye_image_312.png,1644,811
data/saved_images/face_image_313.png,data/saved_images/left_eye_image_313.png,data/saved_images/right_eye_image_313.png,1124,680
data/saved_images/face_image_314.png,data/saved_images/left_eye_image_314.png,data/saved_images/right_eye_image_314.png,1658,123
data/saved_images/face_image_315.png,data/saved_images/left_eye_image_315.png,data/saved_images/right_eye_image_315.png,1316,657
data/saved_images/face_image_316.png,data/saved_images/left_eye_image_316.png,data/saved_images/right_eye_image_316.png,766,1067
data/saved_images/face_image_317.png,data/saved_images/left_eye_image_317.png,data/saved_images/right_eye_image_317.png,256,831
data/saved_images/face_image_318.png,data/saved_images/left_eye_image_318.png,data/saved_images/right_eye_image_318.png,1854,655
data/saved_images/face_image_319.png,data/saved_images/left_eye_image_319.png,data/saved_images/right_eye_image_319.png,126,436
data/saved_images/face_image_320.png,data/saved_images/left_eye_image_320.png,data/saved_images/right_eye_image_320.png,1299,911
data/saved_images/face_image_321.png,data/saved_images/left_eye_image_321.png,data/saved_images/right_eye_image_321.png,52,843
data/saved_images/face_image_322.png,data/saved_images/left_eye_image_322.png,data/saved_images/right_eye_image_322.png,807,672
data/saved_images/face_image_323.png,data/saved_images/left_eye_image_323.png,data/saved_images/right_eye_image_323.png,392,306
data/saved_images/face_image_324.png,data/saved_images/left_eye_image_324.png,data/saved_images/right_eye_image_324.png,1197,643
data/saved_images/face_image_325.png,data/saved_images/left_eye_image_325.png,data/saved_images/right_eye_image_325.png,483,132
data/saved_images/face_image_326.png,data/saved_images/left_eye_image_326.png,data/saved_images/right_eye_image_326.png,1569,461
data/saved_images/face_image_327.png,data/saved_images/left_eye_image_327.png,data/saved_images/right_eye_image_327.png,1564,381
data/saved_images/face_image_328.png,data/saved_images/left_eye_image_328.png,data/saved_images/right_eye_image_328.png,685,681
data/saved_images/face_image_329.png,data/saved_images/left_eye_image_329.png,data/saved_images/right_eye_image_329.png,1525,533
data/saved_images/face_image_330.png,data/saved_images/left_eye_image_330.png,data/saved_images/right_eye_image_330.png,1292,241
data/saved_images/face_image_331.png,data/saved_images/left_eye_image_331.png,data/saved_images/right_eye_image_331.png,896,991
data/saved_images/face_image_332.png,data/saved_images/left_eye_image_332.png,data/saved_images/right_eye_image_332.png,684,99
data/saved_images/face_image_333.png,data/saved_images/left_eye_image_333.png,data/saved_images/right_eye_image_333.png,524,809
data/saved_images/face_image_334.png,data/saved_images/left_eye_image_334.png,data/saved_images/right_eye_image_334.png,1829,893
data/saved_images/face_image_335.png,data/saved_images/left_eye_image_335.png,data/saved_images/right_eye_image_335.png,1303,692
data/saved_images/face_image_336.png,data/saved_images/left_eye_image_336.png,data/saved_images/right_eye_image_336.png,571,165
data/saved_images/face_image_337.png,data/saved_images/left_eye_image_337.png,data/saved_images/right_eye_image_337.png,1596,881
data/saved_images/face_image_338.png,data/saved_images/left_eye_image_338.png,data/saved_images/right_eye_image_338.png,744,386
data/saved_images/face_image_339.png,data/saved_images/left_eye_image_339.png,data/saved_images/right_eye_image_339.png,506,54
data/saved_images/face_image_340.png,data/saved_images/left_eye_image_340.png,data/saved_images/right_eye_image_340.png,1077,171
data/saved_images/face_image_341.png,data/saved_images/left_eye_image_341.png,data/saved_images/right_eye_image_341.png,1864,1026
data/saved_images/face_image_342.png,data/saved_images/left_eye_image_342.png,data/saved_images/right_eye_image_342.png,1036,834
data/saved_images/face_image_343.png,data/saved_images/left_eye_image_343.png,data/saved_images/right_eye_image_343.png,61,154
data/saved_images/face_image_344.png,data/saved_images/left_eye_image_344.png,data/saved_images/right_eye_image_344.png,866,903
data/saved_images/face_image_345.png,data/saved_images/left_eye_image_345.png,data/saved_images/right_eye_image_345.png,1566,683
data/saved_images/face_image_346.png,data/saved_images/left_eye_image_346.png,data/saved_images/right_eye_image_346.png,1906,244
data/saved_images/face_image_347.png,data/saved_images/left_eye_image_347.png,data/saved_images/right_eye_image_347.png,1449,597
data/saved_images/face_image_348.png,data/saved_images/left_eye_image_348.png,data/saved_images/right_eye_image_348.png,245,618
data/saved_images/face_image_349.png,data/saved_images/left_eye_image_349.png,data/saved_images/right_eye_image_349.png,1558,692
data/saved_images/face_image_350.png,data/saved_images/left_eye_image_350.png,data/saved_images/right_eye_image_350.png,1728,976
data/saved_images/face_image_351.png,data/saved_images/left_eye_image_351.png,data/saved_images/right_eye_image_351.png,1309,754
data/saved_images/face_image_352.png,data/saved_images/left_eye_image_352.png,data/saved_images/right_eye_image_352.png,492,438
data/saved_images/face_image_353.png,data/saved_images/left_eye_image_353.png,data/saved_images/right_eye_image_353.png,198,538
data/saved_images/face_image_354.png,data/saved_images/left_eye_image_354.png,data/saved_images/right_eye_image_354.png,1661,546
data/saved_images/face_image_355.png,data/saved_images/left_eye_image_355.png,data/saved_images/right_eye_image_355.png,1807,671
data/saved_images/face_image_356.png,data/saved_images/left_eye_image_356.png,data/saved_images/right_eye_image_356.png,374,390
data/saved_images/face_image_357.png,data/saved_images/left_eye_image_357.png,data/saved_images/right_eye_image_357.png,1265,801
data/saved_images/face_image_358.png,data/saved_images/left_eye_image_358.png,data/saved_images/right_eye_image_358.png,557,683
data/saved_images/face_image_359.png,data/saved_images/left_eye_image_359.png,data/saved_images/right_eye_image_359.png,1838,115
data/saved_images/face_image_360.png,data/saved_images/left_eye_image_360.png,data/saved_images/right_eye_image_360.png,32,288
data/saved_images/face_image_361.png,data/saved_images/left_eye_image_361.png,data/saved_images/right_eye_image_361.png,1036,846
data/saved_images/face_image_362.png,data/saved_images/left_eye_image_362.png,data/saved_images/right_eye_image_362.png,796,230
data/saved_images/face_image_363.png,data/saved_images/left_eye_image_363.png,data/saved_images/right_eye_image_363.png,1598,848
data/saved_images/face_image_364.png,data/saved_images/left_eye_image_364.png,data/saved_images/right_eye_image_364.png,54,139
data/saved_images/face_image_365.png,data/saved_images/left_eye_image_365.png,data/saved_images/right_eye_image_365.png,1167,1047
data/saved_images/face_image_366.png,data/saved_images/left_eye_image_366.png,data/saved_images/right_eye_image_366.png,388,403
data/saved_images/face_image_367.png,data/saved_images/left_eye_image_367.png,data/saved_images/right_eye_image_367.png,50,6
data/saved_images/face_image_368.png,data/saved_images/left_eye_image_368.png,data/saved_images/right_eye_image_368.png,856,576
data/saved_images/face_image_369.png,data/saved_images/left_eye_image_369.png,data/saved_images/right_eye_image_369.png,635,815
data/saved_images/face_image_370.png,data/saved_images/left_eye_image_370.png,data/saved_images/right_eye_image_370.png,538,672
data/saved_images/face_image_371.png,data/saved_images/left_eye_image_371.png,data/saved_images/right_eye_image_371.png,860,648
data/saved_images/face_image_372.png,data/saved_images/left_eye_image_372.png,data/saved_images/right_eye_image_372.png,413,876
data/saved_images/face_image_373.png,data/saved_images/left_eye_image_373.png,data/saved_images/right_eye_image_373.png,288,432
data/saved_images/face_image_374.png,data/saved_images/left_eye_image_374.png,data/saved_images/right_eye_image_374.png,736,296
data/saved_images/face_image_375.png,data/saved_images/left_eye_image_375.png,data/saved_images/right_eye_image_375.png,1604,939
data/saved_images/face_image_376.png,data/saved_images/left_eye_image_376.png,data/saved_images/right_eye_image_376.png,261,867
data/saved_images/face_image_377.png,data/saved_images/left_eye_image_377.png,data/saved_images/right_eye_image_377.png,990,280
data/saved_images/face_image_378.png,data/saved_images/left_eye_image_378.png,data/saved_images/right_eye_image_378.png,838,989
data/saved_images/face_image_379.png,data/saved_images/left_eye_image_379.png,data/saved_images/right_eye_image_379.png,1051,679
data/saved_images/face_image_380.png,data/saved_images/left_eye_image_380.png,data/saved_images/right_eye_image_380.png,1643,682
data/saved_images/face_image_381.png,data/saved_images/left_eye_image_381.png,data/saved_images/right_eye_image_381.png,1917,474
data/saved_images/face_image_382.png,data/saved_images/left_eye_image_382.png,data/saved_images/right_eye_image_382.png,1362,635
data/saved_images/face_image_383.png,data/saved_images/left_eye_image_383.png,data/saved_images/right_eye_image_383.png,178,243
data/saved_images/face_image_384.png,data/saved_images/left_eye_image_384.png,data/saved_images/right_eye_image_384.png,165,810
data/saved_images/face_image_385.png,data/saved_images/left_eye_image_385.png,data/saved_images/right_eye_image_385.png,1392,632
data/saved_images/face_image_386.png,data/saved_images/left_eye_image_386.png,data/saved_images/right_eye_image_386.png,420,602
data/saved_images/face_image_387.png,data/saved_images/left_eye_image_387.png,data/saved_images/right_eye_image_387.png,1286,397
data/saved_images/face_image_388.png,data/saved_images/left_eye_image_388.png,data/saved_images/right_eye_image_388.png,1538,818
data/saved_images/face_image_389.png,data/saved_images/left_eye_image_389.png,data/saved_images/right_eye_image_389.png,726,672
data/saved_images/face_image_390.png,data/saved_images/left_eye_image_390.png,data/saved_images/right_eye_image_390.png,1721,1040
data/saved_images/face_image_391.png,data/saved_images/left_eye_image_391.png,data/saved_images/right_eye_image_391.png,67,3
data/saved_images/face_image_392.png,data/saved_images/left_eye_image_392.png,data/saved_images/right_eye_image_392.png,666,168
data/saved_images/face_image_393.png,data/saved_images/left_eye_image_393.png,data/saved_images/right_eye_image_393.png,395,470
data/saved_images/face_image_394.png,data/saved_images/left_eye_image_394.png,data/saved_images/right_eye_image_394.png,1564,595
data/saved_images/face_image_395.png,data/saved_images/left_eye_image_395.png,data/saved_images/right_eye_image_395.png,1300,1004
data/saved_images/face_image_396.png,data/saved_images/left_eye_image_396.png,data/saved_images/right_eye_image_396.png,632,1005
data/saved_images/face_image_397.png,data/saved_images/left_eye_image_397.png,data/saved_images/right_eye_image_397.png,818,469
data/saved_images/face_image_398.png,data/saved_images/left_eye_image_398.png,data/saved_images/right_eye_image_398.png,1268,650
data/saved_images/face_image_399.png,data/saved_images/left_eye_image_399.png,data/saved_images/right_eye_image_399.png,1316,968
data/saved_images/face_image_400.png,data/saved_images/left_eye_image_400.png,data/saved_images/right_eye_image_400.png,820,1051
data/saved_images/face_image_401.png,data/saved_images/left_eye_image_401.png,data/saved_images/right_eye_image_401.png,1250,782
data/saved_images/face_image_402.png,data/saved_images/left_eye_image_402.png,data/saved_images/right_eye_image_402.png,256,219
data/saved_images/face_image_403.png,data/saved_images/left_eye_image_403.png,data/saved_images/right_eye_image_403.png,213,619
data/saved_images/face_image_404.png,data/saved_images/left_eye_image_404.png,data/saved_images/right_eye_image_404.png,787,81
data/saved_images/face_image_405.png,data/saved_images/left_eye_image_405.png,data/saved_images/right_eye_image_405.png,1658,83
data/saved_images/face_image_406.png,data/saved_images/left_eye_image_406.png,data/saved_images/right_eye_image_406.png,48,578
data/saved_images/face_image_407.png,data/saved_images/left_eye_image_407.png,data/saved_images/right_eye_image_407.png,1216,1057
data/saved_images/face_image_408.png,data/saved_images/left_eye_image_408.png,data/saved_images/right_eye_image_408.png,305,708
data/saved_images/face_image_409.png,data/saved_images/left_eye_image_409.png,data/saved_images/right_eye_image_409.png,1197,332
data/saved_images/face_image_410.png,data/saved_images/left_eye_image_410.png,data/saved_images/right_eye_image_410.png,1343,211
data/saved_images/face_image_411.png,data/saved_images/left_eye_image_411.png,data/saved_images/right_eye_image_411.png,1051,691
data/saved_images/face_image_412.png,data/saved_images/left_eye_image_412.png,data/saved_images/right_eye_image_412.png,104,505
data/saved_images/face_image_413.png,data/saved_images/left_eye_image_413.png,data/saved_images/right_eye_image_413.png,1013,18
data/saved_images/face_image_414.png,data/saved_images/left_eye_image_414.png,data/saved_images/right_eye_image_414.png,303,772
data/saved_images/face_image_415.png,data/saved_images/left_eye_image_415.png,data/saved_images/right_eye_image_415.png,135,48
data/saved_images/face_image_416.png,data/saved_images/left_eye_image_416.png,data/saved_images/right_eye_image_416.png,1731,321
data/saved_images/face_image_417.png,data/saved_images/left_eye_image_417.png,data/saved_images/right_eye_image_417.png,73,796
data/saved_images/face_image_418.png,data/saved_images/left_eye_image_418.png,data/saved_images/right_eye_image_418.png,929,416
data/saved_images/face_image_419.png,data/saved_images/left_eye_image_419.png,data/saved_images/right_eye_image_419.png,19,387
data/saved_images/face_image_420.png,data/saved_images/left_eye_image_420.png,data/saved_images/right_eye_image_420.png,395,12
data/saved_images/face_image_421.png,data/saved_images/left_eye_image_421.png,data/saved_images/right_eye_image_421.png,1233,782
data/saved_images/face_image_422.png,data/saved_images/left_eye_image_422.png,data/saved_images/right_eye_image_422.png,548,887
data/saved_images/face_image_423.png,data/saved_images/left_eye_image_423.png,data/saved_images/right_eye_image_423.png,754,205
data/saved_images/face_image_424.png,data/saved_images/left_eye_image_424.png,data/saved_images/right_eye_image_424.png,377,999
data/saved_images/face_image_425.png,data/saved_images/left_eye_image_425.png,data/saved_images/right_eye_image_425.png,853,474
data/saved_images/face_image_426.png,data/saved_images/left_eye_image_426.png,data/saved_images/right_eye_image_426.png,614,862
data/saved_images/face_image_427.png,data/saved_images/left_eye_image_427.png,data/saved_images/right_eye_image_427.png,1447,921
data/saved_images/face_image_428.png,data/saved_images/left_eye_image_428.png,data/saved_images/right_eye_image_428.png,186,117
data/saved_images/face_image_429.png,data/saved_images/left_eye_image_429.png,data/saved_images/right_eye_image_429.png,704,795
data/saved_images/face_image_430.png,data/saved_images/left_eye_image_430.png,data/saved_images/right_eye_image_430.png,560,990
data/saved_images/face_image_431.png,data/saved_images/left_eye_image_431.png,data/saved_images/right_eye_image_431.png,1702,697
data/saved_images/face_image_432.png,data/saved_images/left_eye_image_432.png,data/saved_images/right_eye_image_432.png,1456,481
data/saved_images/face_image_433.png,data/saved_images/left_eye_image_433.png,data/saved_images/right_eye_image_433.png,1290,67
data/saved_images/face_image_434.png,data/saved_images/left_eye_image_434.png,data/saved_images/right_eye_image_434.png,1332,197
data/saved_images/face_image_435.png,data/saved_images/left_eye_image_435.png,data/saved_images/right_eye_image_435.png,1726,822
data/saved_images/face_image_436.png,data/saved_images/left_eye_image_436.png,data/saved_images/right_eye_image_436.png,1186,521
data/saved_images/face_image_437.png,data/saved_images/left_eye_image_437.png,data/saved_images/right_eye_image_437.png,886,87
data/saved_images/face_image_438.png,data/saved_images/left_eye_image_438.png,data/saved_images/right_eye_image_438.png,28,598
data/saved_images/face_image_439.png,data/saved_images/left_eye_image_439.png,data/saved_images/right_eye_image_439.png,412,391
data/saved_images/face_image_440.png,data/saved_images/left_eye_image_440.png,data/saved_images/right_eye_image_440.png,130,389
data/saved_images/face_image_441.png,data/saved_images/left_eye_image_441.png,data/saved_images/right_eye_image_441.png,1419,1053
data/saved_images/face_image_442.png,data/saved_images/left_eye_image_442.png,data/saved_images/right_eye_image_442.png,1422,125
data/saved_images/face_image_443.png,data/saved_images/left_eye_image_443.png,data/saved_images/right_eye_image_443.png,926,593
data/saved_images/face_image_444.png,data/saved_images/left_eye_image_444.png,data/saved_images/right_eye_image_444.png,1628,1057
data/saved_images/face_image_445.png,data/saved_images/left_eye_image_445.png,data/saved_images/right_eye_image_445.png,793,755
data/saved_images/face_image_446.png,data/saved_images/left_eye_image_446.png,data/saved_images/right_eye_image_446.png,365,574
data/saved_images/face_image_447.png,data/saved_images/left_eye_image_447.png,data/saved_images/right_eye_image_447.png,208,345
data/saved_images/face_image_448.png,data/saved_images/left_eye_image_448.png,data/saved_images/right_eye_image_448.png,1275,702
data/saved_images/face_image_449.png,data/saved_images/left_eye_image_449.png,data/saved_images/right_eye_image_449.png,773,1022
data/saved_images/face_image_450.png,data/saved_images/left_eye_image_450.png,data/saved_images/right_eye_image_450.png,591,272
data/saved_images/face_image_451.png,data/saved_images/left_eye_image_451.png,data/saved_images/right_eye_image_451.png,973,144
data/saved_images/face_image_452.png,data/saved_images/left_eye_image_452.png,data/saved_images/right_eye_image_452.png,1742,363
data/saved_images/face_image_453.png,data/saved_images/left_eye_image_453.png,data/saved_images/right_eye_image_453.png,1377,323
data/saved_images/face_image_454.png,data/saved_images/left_eye_image_454.png,data/saved_images/right_eye_image_454.png,494,488
data/saved_images/face_image_455.png,data/saved_images/left_eye_image_455.png,data/saved_images/right_eye_image_455.png,643,32
data/saved_images/face_image_456.png,data/saved_images/left_eye_image_456.png,data/saved_images/right_eye_image_456.png,325,448
data/saved_images/face_image_457.png,data/saved_images/left_eye_image_457.png,data/saved_images/right_eye_image_457.png,732,24
data/saved_images/face_image_458.png,data/saved_images/left_eye_image_458.png,data/saved_images/right_eye_image_458.png,740,590
data/saved_images/face_image_459.png,data/saved_images/left_eye_image_459.png,data/saved_images/right_eye_image_459.png,1047,687
data/saved_images/face_image_460.png,data/saved_images/left_eye_image_460.png,data/saved_images/right_eye_image_460.png,1470,0
data/saved_images/face_image_461.png,data/saved_images/left_eye_image_461.png,data/saved_images/right_eye_image_461.png,1342,301
data/saved_images/face_image_462.png,data/saved_images/left_eye_image_462.png,data/saved_images/right_eye_image_462.png,964,102
data/saved_images/face_image_463.png,data/saved_images/left_eye_image_463.png,data/saved_images/right_eye_image_463.png,1801,247
data/saved_images/face_image_464.png,data/saved_images/left_eye_image_464.png,data/saved_images/right_eye_image_464.png,1633,832
data/saved_images/face_image_465.png,data/saved_images/left_eye_image_465.png,data/saved_images/right_eye_image_465.png,23,106
data/saved_images/face_image_466.png,data/saved_images/left_eye_image_466.png,data/saved_images/right_eye_image_466.png,1123,27
data/saved_images/face_image_467.png,data/saved_images/left_eye_image_467.png,data/saved_images/right_eye_image_467.png,229,279
data/saved_images/face_image_468.png,data/saved_images/left_eye_image_468.png,data/saved_images/right_eye_image_468.png,735,145
data/saved_images/face_image_469.png,data/saved_images/left_eye_image_469.png,data/saved_images/right_eye_image_469.png,1839,776
data/saved_images/face_image_470.png,data/saved_images/left_eye_image_470.png,data/saved_images/right_eye_image_470.png,1586,490
data/saved_images/face_image_471.png,data/saved_images/left_eye_image_471.png,data/saved_images/right_eye_image_471.png,20,818
data/saved_images/face_image_472.png,data/saved_images/left_eye_image_472.png,data/saved_images/right_eye_image_472.png,1015,1001
data/saved_images/face_image_473.png,data/saved_images/left_eye_image_473.png,data/saved_images/right_eye_image_473.png,686,522
data/saved_images/face_image_474.png,data/saved_images/left_eye_image_474.png,data/saved_images/right_eye_image_474.png,1402,458
data/saved_images/face_image_475.png,data/saved_images/left_eye_image_475.png,data/saved_images/right_eye_image_475.png,171,811
data/saved_images/face_image_476.png,data/saved_images/left_eye_image_476.png,data/saved_images/right_eye_image_476.png,1171,1013
data/saved_images/face_image_477.png,data/saved_images/left_eye_image_477.png,data/saved_images/right_eye_image_477.png,1057,421
data/saved_images/face_image_478.png,data/saved_images/left_eye_image_478.png,data/saved_images/right_eye_image_478.png,622,674
data/saved_images/face_image_479.png,data/saved_images/left_eye_image_479.png,data/saved_images/right_eye_image_479.png,1530,488
data/saved_images/face_image_480.png,data/saved_images/left_eye_image_480.png,data/saved_images/right_eye_image_480.png,952,979
data/saved_images/face_image_481.png,data/saved_images/left_eye_image_481.png,data/saved_images/right_eye_image_481.png,1421,624
data/saved_images/face_image_482.png,data/saved_images/left_eye_image_482.png,data/saved_images/right_eye_image_482.png,632,593
data/saved_images/face_image_483.png,data/saved_images/left_eye_image_483.png,data/saved_images/right_eye_image_483.png,573,776
data/saved_images/face_image_484.png,data/saved_images/left_eye_image_484.png,data/saved_images/right_eye_image_484.png,1055,1011
data/saved_images/face_image_485.png,data/saved_images/left_eye_image_485.png,data/saved_images/right_eye_image_485.png,909,98
data/saved_images/face_image_486.png,data/saved_images/left_eye_image_486.png,data/saved_images/right_eye_image_486.png,898,589
data/saved_images/face_image_487.png,data/saved_images/left_eye_image_487.png,data/saved_images/right_eye_image_487.png,515,59
data/saved_images/face_image_488.png,data/saved_images/left_eye_image_488.png,data/saved_images/right_eye_image_488.png,735,67
data/saved_images/face_image_489.png,data/saved_images/left_eye_image_489.png,data/saved_images/right_eye_image_489.png,1422,340
data/saved_images/face_image_490.png,data/saved_images/left_eye_image_490.png,data/saved_images/right_eye_image_490.png,1042,107
data/saved_images/face_image_491.png,data/saved_images/left_eye_image_491.png,data/saved_images/right_eye_image_491.png,1855,1036
data/saved_images/face_image_492.png,data/saved_images/left_eye_image_492.png,data/saved_images/right_eye_image_492.png,1559,57
data/saved_images/face_image_493.png,data/saved_images/left_eye_image_493.png,data/saved_images/right_eye_image_493.png,87,120
data/saved_images/face_image_494.png,data/saved_images/left_eye_image_494.png,data/saved_images/right_eye_image_494.png,341,28
data/saved_images/face_image_495.png,data/saved_images/left_eye_image_495.png,data/saved_images/right_eye_image_495.png,1845,614
data/saved_images/face_image_496.png,data/saved_images/left_eye_image_496.png,data/saved_images/right_eye_image_496.png,737,1011
data/saved_images/face_image_497.png,data/saved_images/left_eye_image_497.png,data/saved_images/right_eye_image_497.png,1398,537
data/saved_images/face_image_498.png,data/saved_images/left_eye_image_498.png,data/saved_images/right_eye_image_498.png,1605,491
data/saved_images/face_image_499.png,data/saved_images/left_eye_image_499.png,data/saved_images/right_eye_image_499.png,1020,461
data/saved_images/face_image_500.png,data/saved_images/left_eye_image_500.png,data/saved_images/right_eye_image_500.png,1683,924
data/saved_images/face_image_501.png,data/saved_images/left_eye_image_501.png,data/saved_images/right_eye_image_501.png,649,193
data/saved_images/face_image_502.png,data/saved_images/left_eye_image_502.png,data/saved_images/right_eye_image_502.png,1208,129
